original_text,cleaned_text,Topic
Wai seng....hav u booked e vaccine for omnicron? Hahahahaa...i jus read yahoo spore.... nxt pandemic cld be more lethal thn covid....n e fuuny thing it is said by vaccine creators.....so scary.....i am shivering.....h ahahahahahahaha haahahha,wai seng hav booked e vaccine omnicron hahahahaa jus read yahoo spore next pandemic cld lethal thn covid n e fuuny thing said vaccine creators scary shivering h ahahahahahahaha haahahha,1
"Tan Tan So, again, this is the best you can do? Can't make an argument so you just yaya papaya is it? What a loser.",tan tan best cannot make argument yaya papaya loser,1
Wai sing...dont waste time...pls go book e vaccine fr omricon n save urslf n ur fake wife.....hahaha hahaaaaaa,wai sing waste time please go book e vaccine for real omricon n save urslf n fake wife hahaha hahaaaaaa,1
Sohna Wee Straits Times articles are getting ridiculous.,sohna wee straits times articles getting ridiculous,1
Raion XiaoShi 🤮🤮🤮,raion xiaoshi face vomiting face vomiting face vomiting,1
Ask you something...now in Singapore most places like Malls and Food courts only vaccinated people can go. If unvaccinated want to go Mall they must have PCR test 24 hrs before & valid for a day only. Which means confirm they don’t have Covid when go to Malls. But why with all these restrictions on unvaccinated people the cases is still 1000+ Everyday. Most people out there in Malls & Food courts are all vaccinated. So why cases are still so high. Could it be vaccinated are spreading the virus especially when they go out & eat ? It is not the unvaccinated that is spreading when 94% of Singaporeans are vaccinated & lot of restrictions on unvaccinated.,ask something singapore places like malls food courts vaccinated people go unvaccinated want go mall must pcr test hrs valid day means confirm covid go malls restrictions unvaccinated people cases still everyday people malls food courts vaccinated cases still high could vaccinated spreading virus especially go eat unvaccinated spreading singapore citizens vaccinated lot restrictions unvaccinated,1
https:// www.foxnews.com/ sports/ ufc-dana-white-c ovid-diagnosis- joe-rogan,https skeptical annoyed undecided uneasy hesitant sports,0
One more thing...almost all countries only allow vaccinated to travel. Latest omicron virus is being spread from country to country... who do you think is spreading it? So far all who are infected with omicron are all vaccinated!! Think...! what is going on. Stop blaming unvaccinated. Vaccines working? Really?????,one thing almost countries allow vaccinated travel latest omicron virus spread country country think spreading far infected omicron vaccinated think going stop blaming unvaccinated vaccines working really,1
Derek Loui Omicron shows what happens when COVID is allowed to mutate in an unvaccinated population.,derek loui omicron shows happens covid allowed mutate unvaccinated population,1
Wai sing....omicron is cause by e vaccinated....n o one knw wat viral load is injected in their body wit e 2 snake oil mrna vaccine......b4 2019 virus nvr mutate at tis rate.....nw ppl are force to vaccine....n mutation happen every few mths....are u so dumb not to realise all tis? Hahahaha...i can see are desperatly tryin hard....to prove ur point.....try harder...hahaha ha,wai sing omicron e vaccinated n one knw wat viral load injected body wit e snake oil mrna vaccine virus nvr mutate rate nw people force vaccine n mutation happen every mths dumb realise hahahaha see desperatly tryin hard prove point try harder hahaha ha,1
Tan Tan Ignorance showing...,tan tan ignorance showing,1
Derek Loui https:// www.youtube.com/ watch?v=4gIuyFix gaU,derek loui https skeptical annoyed undecided uneasy hesitant watch v gau,0
Derek...hope tis snake gets a life time jail...,derek hope snake gets life time jail,1
"Derek Loui Of course not, that's because they don't have enough to go around. Idiot.",derek loui course enough go around idiot,1
Fill in the blanks and send them this. Feel free to edit the location context also.  Good luck and Stay Strong 👍,fill blanks send feel free edit location context also good luck stay strong thumbs,1
Derek Loui,derek loui,1
Sinead Nepomuceno Remedios Also this 👇🏼 https:// m.facebook.com/ story.php?story_ fbid=2562079065 33751&id=103163 771838166,sinead nepomuceno remedios also https skeptical annoyed undecided uneasy hesitant story fbid id,0
Sinead Nepomuceno Remedios 😱 this ingredient in the vaccines is like a death sentence except that we are unaware of it.,sinead nepomuceno remedios face screaming fear ingredient vaccines like death sentence except unaware,1
Sinead Nepomuceno Remedios just avoid going there...spread the word to those who are vaccinated also that their unvaccinated friends are being discriminated by this shop...,sinead nepomuceno remedios avoid going spread word vaccinated also unvaccinated friends discriminated shop,1
Yap Chia there are vax cases with underlying conditions dying,yap chia vax cases underlying conditions dying,1
"Balbir Gill Yes, Let those who plan this evil will never come to rest.",balbir gill yes let plan evil never come rest,1
Balbir Gill must well you just go to PAP and tell them In their faces? Why so in directing. What a joke,balbir gill must well go incumbent government tell faces directing joke,1
Daniel Zhang who can plan this evil scheme? 😓,daniel zhang plan evil scheme downcast face sweat,1
"Balbir Gill how can they even sleep at all with their conscience pricking them? Or, do they even have one?",balbir gill even sleep conscience pricking even one,1
bill Gates are you listening!!!!!,bill gates listening,1
Wilson Goh stick this to heart. Never ever forget these days. And vote wisely during GE,wilson goh stick heart never ever forget days vote wisely ge,1
Willis C. Wil Yes many countries are laughing at Singapore yet those pap clowns didnt get it. Still think that they are one of them.,willis c wil yes many countries laughing singapore yet incumbent government clowns get still think one,1
Cecilia Ang To me they have lost it. 100% blind push to get all jabbed that does not work,cecilia ang lost blind push get jabbed work,1
Sinead Nepomuceno Remedios I do believe that there are still in Govt who do not know the facts. Blind allegiance. Everyone is so busy “doing” that they just do not pause to think. Society in general has been conditioned to think that the Govt is looking after their best interest which in certain quarters they have for certain populace.,sinead nepomuceno remedios believe still government know facts blind allegiance everyone busy pause think society general conditioned think government looking best interest certain quarters certain populace,1
Cecilia Ang Spot on,cecilia ang spot,1
Maria Konan im fully vaccinated and i dont feel protected from c19..vaccinatio n is not immunisation..,maria konan fully vaccinated feel protected vaccinatio n immunisation,1
"Joshua Robert but how abt the medically ineligible unvax ppl? They r susceptible to be infected, and coz thry hv underlying, its dangerous to hv them exposed. Then if anythg bad happens to them, then they can also say tat unvax ppl more susceptible.",joshua robert medically ineligible unvax people r susceptible infected coz thry hv underlying dangerous hv exposed anythg bad happens also say tat unvax people susceptible,1
Goh Ying Yi Alvin money is the main issue,goh ying yi alvin money main issue,1
"Simon Yee Kok Tong Not just money .. they wants the toxic injected into everyone under the pretext of a Pandemic, a fake pandemic",simon yee kok tong money wants toxic injected everyone pretext pandemic fake pandemic,1
Noobie Raj i personally feels that they are digging our reserves and killing all the old and dependent.,noobie raj personally feels digging reserves killing old dependent,1
"Simon Yee Kok Tong Ageing population is seen as a burden worldwide ... its depopulation plan, infertility rate to be increased as well ... pandemic is the time where they siphon off the reserves as much as possible ... global reset",simon yee kok tong ageing population seen burden worldwide depopulation plan infertility rate increased well pandemic time siphon reserves much possible global reset,1
Noobie Raj depopulation that’s y those vaccinated with underlying conditions death cases here,noobie raj depopulation vaccinated underlying conditions death cases,1
Sam Hardaway you believe...?,sam hardaway believe,0
Kenneth Chan no we don’t believe it. But they have got their script sorted out (ie. To protect the unvaxxed) and it is covering their track pretty well I must say.,kenneth chan believe got script sorted ie protect unvaxxed covering track pretty well must say,1
Chan Hoy Sing Gabriel protect or control...?that is the big question...,chan hoy sing gabriel protect control big question,1
Chan Hoy Sing Gabriel if you take the time to read my comments...this is what i think...i guess one of the strongest reasons they can give on why the unvaccinated is being restricted is due to the reason that they may have a chance to get higher symptoms of Covid 19 compared to those who are vaccinated...an other reason why they barr the unvaccinated individuals is because let's say individual 'A' is unvaccinated has Covid 19 and the symptom are not strong and obvious such as he gets through the check point and let's say there are no restrictions he enters the mall...unvaccin ated individual 'B' let's say is Covid 19 negative...if he goes in and Individual 'A' spreads to individual 'B'...then individual 'B' also gets infected...2nd senario...if Vaccinated individual 'C' goes in and spreads any unvaccinated and they are not well protected...the n chances of these unvaccinated ones in the malls will suffer higher symptoms...it is believed that vaccinated individuals have lesser symptoms according to those in charge...now let me put it this way...even if we argue for the sake of arguing...that the vaccinated dies of Covid 19 as well...so how do we actually rebutt the theory of individual 'A' being unvaccinated spreading to other unvaccinated individuals causing higher symptoms to other unvaccinated individuals or how even the vaccinated individuals can spread to the unvaccinated individuals causing higher symptoms...?so because of this reason they can state that restrictions are posed to protect the unvaccinated individuals from getting the viruses and suffer higher Covid 19 symptoms than the vaccinated individuals...s o how to rebutt...?that is why they cancel away or do away with ART or PET tests for the unvaccinated to enter the malls etc...,chan hoy sing gabriel take time read comments think guess one strongest reasons give unvaccinated restricted due reason may chance get higher symptoms covid compared vaccinated reason barr unvaccinated individuals let us say individual unvaccinated covid symptom strong obvious gets check point let us say restrictions enters mall unvaccin ated individual b let us say covid negative goes individual spreads individual b individual b also gets infected senario vaccinated individual c goes spreads unvaccinated well protected n chances unvaccinated ones malls suffer higher symptoms believed vaccinated individuals lesser symptoms according charge let put way even argue sake arguing vaccinated dies covid well actually rebut theory individual unvaccinated spreading unvaccinated individuals causing higher symptoms unvaccinated individuals even vaccinated individuals spread unvaccinated individuals causing higher symptoms reason state restrictions posed protect unvaccinated individuals getting viruses suffer higher covid symptoms vaccinated individuals rebut cancel away away antigent rapid test pet tests unvaccinated enter malls etc,1
Another thing...don't you find it bizarre that now those medically unfit for jabs can enter the malls...?these are vulnarable individuals who may already be suffering from some ailments already...i believe both of us can agree on this area...whether it is by choice an individual do not want to be vaccinated or it is due to medical reasons one cannot take the vaccines...both are equally vulnarable to catch Covid 19...going by most vaccinated individuals theory i believe their symptoms are much lower and the unvaccinated individuals are higher...so correct me if i am wrong...why should those who are medically unfit for jabs go in knowing the consequences that there is a very high chance they might catch Covid 19 and may not be spared from high symptoms plus on top of that...they have their own other ailments to struggle with...?i ask you...why then are they being allowed to go in and not those who refuse the jabs by choice...?ok granted...these medically unfit for jabs may require to go see a doctor etc other than shopping...so what makes them think those who do not vaccinated by choice also may need to see a doctor inside the malls and not shop...?so i submit to you...if there is indeed geunine concern...barr those who are medically unfit for the jabs because their burdens of handling Covid 19 and their own other ailments is not something that can be taken lightly...i hope what i stated is logical and is based on sound reasoning...but if you do have your views on this...let's see what your alternative views are concerning this issue...🤔,another thing find bizarre medically unfit jabs enter malls vulnarable individuals may already suffering ailments already believe us agree area whether choice individual want vaccinated due medical reasons one cannot take vaccines equally vulnarable catch covid going vaccinated individuals theory believe symptoms much lower unvaccinated individuals higher correct wrong medically unfit jabs go knowing consequences high chance might catch covid may spared high symptoms plus top ailments struggle ask allowed go refuse jabs choice ok granted medically unfit jabs may require go see doctor etc shopping makes think vaccinated choice also may need see doctor inside malls shop submit indeed geunine concern barr medically unfit jabs burdens handling covid ailments something taken lightly hope stated logical based sound reasoning views let us see alternative views concerning issue thinking face,1
Kenneth Chan yup!,kenneth chan yup,1
"Kenneth Chan I agree with you dude. They have got a good script, but their loophole in allowing the medically exempted to enter the mall is something that is inconsistent. But this inconsistency is not a big deal for them to answer to.",kenneth chan agree dude got good script loophole allowing medically exempted enter mall something inconsistent inconsistency big deal answer,1
"Kenneth Chan officially they meant it as a protection. Unofficially, your guess is the same as mine.",kenneth chan officially meant protection unofficially guess mine,1
Chan Hoy Sing Gabriel once it reaches the line of people not being able to stay in their work places or even seek employments because one is not jabbed...that cuts away their livelihood...to put it in general terms...it is already a state of control...to put it as in a religious or faith issue...no difference from the mark of the beast 666...,chan hoy sing gabriel reaches line people able stay work places even seek employments one jabbed cuts away livelihood put general terms already state control put religious faith issue difference mark beast,1
Kenneth Chan these are the precursors to the end times. No different from what happened to the Jews during WW2.,kenneth chan precursors end times different happened jews,1
Chan Hoy Sing Gabriel exactly...but back then it was only implicated on the Jews...now it seems global...vaccin e mandates is not just based here...,chan hoy sing gabriel exactly back implicated jews seems global vaccin e mandates based,1
Kenneth Chan the whole world is operating from the same playbook. More things are coming in 2022. We will be watching with hopeful eyes to the clouds.,kenneth chan whole world operating playbook things coming watching hopeful eyes clouds,1
Chan Hoy Sing Gabriel for me my faith resides in Christ...these are the beginning of birthpains...,chan hoy sing gabriel faith resides christ beginning birthpains,1
Nazi Germany during Hitler’s time had this phrase for ‘ For your safety’. Isn’t it quite similar to what this government saying now..’ For your protection’.,nazi germany hitler time phrase safety quite similar government saying protection,1
Chan Hoy Sing Gabriel to each their own stands...i have my fair shares of friends become enemies because of 💉💉💉...this policy being set up is never pleasant...by the way to label those who refuse the jabs as totally antivaxs is plain childish and also quite a bias remark...such straight thinking individuals only focus and targets people who refuses vaccines are totally antivaxs...in any aspects...their claims may not be all false...there are extreme cases of antivax individuals who will totally avoid all vaccines...not just for Covid 19...but literally every kinds of vaccines for different kinds of ailments...thes e are not skeptics...skep tics do have certain degree of antivaxs but not totally...now that is too extreme...there is also one catagory of individuals who do accept and decline certain types of vaccines...ther e is another term which is intelligent vaxers...they are far more cautious...leve l headed and prudent...they are not totally anti vaccines but would do proper investigations and research...thes e are the type of people who are not persuaded that easily by others and do not just follow the crowds...they will take their time...do some careful research...weig h in the pros and the cons...see the situations outside such as testimonies of vaccine adverse side effects...injur ies and even deaths...even monitoring global protests...thes e are tell tale signs...among many of them who rejects or protests against vaccine mandates...why of all the vaccines for various ailments they only reject these particular Covid 19 vaccines...?som ething definity is not right...plus the fact that can everybody who rejects these Covid 19 vaccines be all 100 percent wrong even at the protests...?jud ge for yourselves...yo u know how stubborn human beings can be...as i stated before in my earlier comments...huma n beings are so stubborn to the point that even hell fire cannot convince them...think about it...USA...Cana da...Brazil...G ermany...Greece ...Ukrain...Hol land...UK...Aus tria...France.. .Italy...India. ..South Africa...Austra lia and even New Zealand...so many of the people there are protesting against it...can they all be wrong...?if God is giving a warning through these individuals and yet they refuse to wake up...too bad then...i read in the bible that there were many people who mocked Noah when God instructed him to built an ark for his family with animals of all species in pairs...male and female to preserve them from extinction...al l of the crowds outside forms the majority...they mocked Noah for building an ark on dry land when it was the hot season...but once the rain came...Noah...h is family and even the animals went on board...then came lightning and thunder...the rain soon follows and it rained 40 days and 40 nights till the whole earth was flooded and all drowned except for those in the ark...many do question why God flooded the earth...the reason is they did alot of evil...murder.. .rape...idol worship and all sorts of malevolent deeds that the term doing good or benevolence does not exist plus there were no sign of repentances...t heir stanch of evil reaches to the heavens...God gave them time to repent...500 years...plenty of time...even up till when Noah builts the ark...so in order to preserve what is good...God has no choice but to vanquish these evil people who are so determined beyond reasoning to destory each other and the earth...i hope this day won't be the day...,chan hoy sing gabriel stands fair shares friends become enemies syringe syringe syringe policy set never pleasant way label refuse jabs totally antivaxs plain childish also quite bias remark straight thinking individuals focus targets people refuses vaccines totally antivaxs aspects claims may false extreme cases antivax individuals totally avoid vaccines covid literally every kinds vaccines different kinds ailments thes e skeptics skep tics certain degree antivaxs totally extreme also one category individuals accept decline certain types vaccines ther e another term intelligent vaxers far cautious leve l headed prudent totally anti vaccines would proper investigations research thes e type people persuaded easily others follow crowds take time careful research weig h pros cons see situations outside testimonies vaccine adverse side effects injur ies even deaths even monitoring global protests thes e tell tale signs among many rejects protests vaccine mandates vaccines various ailments reject particular covid vaccines som ething definity right plus fact everybody rejects covid vaccines percent wrong even protests jud ge yo know stubborn human beings stated earlier comments huma n beings stubborn point even hell fire cannot convince think usa cana da brazil g ermany greece ukrain hol land uk aus tria france italy india south africa austra lia even new zealand many people protesting wrong god giving warning individuals yet refuse wake bad read bible many people mocked noah god instructed built ark family animals species pairs male female preserve extinction al l crowds outside forms majority mocked noah building ark dry land hot season rain came noah h family even animals went board came lightning thunder rain soon follows rained days nights till whole earth flooded drowned except ark many question god flooded earth reason alot evil murder rape idol worship sorts malevolent deeds term good benevolence exist plus sign repentances heir stanch evil reaches heavens god gave time repent years plenty time even till noah builts ark order preserve good god choice vanquish evil people determined beyond reasoning destroy earth hope day day,1
Derek Loui Dooms day arriving,derek loui dooms day arriving,1
"Tis vaccine don't protect u not to get infected, esp tis India variant,delta.",vaccine protect get infected esp india variant delta,1
unit 731,unit,1
Chan Hoy Sing Gabriel if these unvaccinated got medical excuses and cannot take these jabs...that makes them even more disqualified as they got other ailments to tackle...so to allow them in is suicide...if they can be allowed in...then i see no reason why those who refuse the vaccination by choice should be barred from entering the malls etc...if they state it is basically about compassion for those medically unfit for jabs and allow them to be unrestricted... on that note...it is not based on compassion but making it worse for them...,chan hoy sing gabriel unvaccinated got medical excuses cannot take jabs makes even disqualified got ailments tackle allow suicide allowed see reason refuse vaccination choice barred entering malls etc state basically compassion medically unfit jabs allow unrestricted note based compassion making worse,1
璽軒轅 exactly...so who are they fooling...?,璽軒轅 exactly fooling,1
These vaccines does not make individuals immune to Covid 19...especially so for the new Delta variants...thes e vaccines are useless...they can only lower the symptoms being caused but does not prevent an individual from being infected and also spread to others...,vaccines make individuals immune covid especially new delta variants thes e vaccines useless lower symptoms caused prevent individual infected also spread others,1
Siew Ling evil people are more worst then covid 19,siew ling evil people worst covid,1
黄恩赐 vaccine is more dangerous than Covid 19 a common viral flu,黄恩赐 vaccine dangerous covid common viral flu,1
Kiap Kiap what are your thoughts on the vaccine?,kiap kiap thoughts vaccine,1
Sally Suktan i am for it as i am in the medical business but i won't force people to have it. More good than bad.,sally suktan medical business force people good bad,1
"Kiap Kiap understand your point of view and appreciate your sharing. If you are running a company, would you force your employees to get the vaccine if they choose not to? Just trying to understand the divide in society now and all the discriminatory measures.",kiap kiap understand point view appreciate sharing running company would force employees get vaccine choose trying understand divide society discriminatory measures,1
Sally Suktan No. I know there are risks even though the percentage is v low but you never know who are at risk. It is a personal choice.,sally suktan know risks even though percentage v low never know risk personal choice,1
"Tan Cheng Lee ya children only follow their friends, it makes more stress for parents to convince them",tan cheng lee ya children follow friends makes stress parents convince,1
Ad Ye Stopworldcontro l.com,ad ye stopworldcontro,1
Pam Cheong Cheong Thank you. This is good,pam cheong cheong thank good,1
"Ad Ye Go rumble, bitchute, stew peter shows",ad ye go rumble bitchute stew peter shows,1
Ad Ye  Mrna inventor is Dr Robert W Malone  He himself asked pple dont take these Experimental Jabs,ad ye mrna inventor doctor robert w malone asked pple take experimental jabs,1
"Ad Ye  USA current ruling party worship Baal (devil) Baal requires children sacrifice Thats why they are coming after children Go Elijah Clips youtube You can ask Founder Steve of Elijah Streams, Elijah Clips, American Pastors --robin d bullock --amanda grace --Kat Kerr --hank kunneman  Jesus led me to many truths",ad ye usa current ruling party worship baal devil baal requires children sacrifice coming children go elijah clips youtube ask founder steve elijah streams elijah clips american pastors robin bullock amanda grace kat kerr hank kunneman jesus led many truths,1
"The club you all are in is very exclusive. You have to take the Vax and congratulate yourselves only if you are injury free, suspicion free and still alive.",club exclusive take vax congratulate injury free suspicion free still alive,1
"Kuni Chiwa Yes totally agreed, since end of last year till beginning of this year, imported cases influx from high risk countries. Now we have to foot the bills. especially for the elderly, their body, health are already not as strong as the young, every jab, there is a risk, either ok or not ok. Everyone should have a choice and is not easy to make that choice. Now children jab again, our G are trying to corner youngest n elderly groups, already so stress during this cov19 situation, plus this extra stress, haiz. How much cost is one jab? If is $50 each, X 11 millions jabs = $550 millions, plus children jab , wah a lot of money 💰 hor",kuni chiwa yes totally agreed since end last year till beginning year imported cases influx high risk countries foot bills especially elderly body health already strong young every jab risk either ok ok everyone choice easy make choice children jab g trying corner youngest n elderly groups already stress cov situation plus over the top stress haiz much cost one jab x millions jabs millions plus children jab wah lot money money bag hor,1
Kuni Chiwa,kuni chiwa,1
"Terence Tan The mRNA vaccine research may be on for many decades, however，it is not the one for covid-19.  The current poisooneous drug using for injection to prevent covid 19 has no proven record of safety and effectiveness yet ! ! !",terence tan mrna vaccine research may many decades however one covid current poisooneous drug using injection prevent covid proven record safety effectiveness yet,1
Swabbing nose will destroy delicate membranes that protect our brains,swabbing nose destroy delicate membranes protect brains,1
Alan Long 😢😢😢,alan long crying face crying face crying face,1
"Soh Yuen  It is so dangerous for adults, it will DEFINITELY be alot more DAMAGING for the young ones ! NEVER COMPROMISE !",soh yuen dangerous adults definitely alot damaging young ones never compromise,1
Soh Yuen,soh yuen,1
It is only approved for adult over 18 yo. https:// www.reuters.com/ business/ healthcare-pharm aceuticals/ moderna-says-its -covid-19-vacci ne-generates-im mune-response-y oung-children-2 021-10-25/,approved adult yo https skeptical annoyed undecided uneasy hesitant business aceuticals covid vacci,0
"Kendrick Lee whole lot of informations that contra your opinion. Are you an expert? Anything that is contra, is disgusting to an expert only. 🤣🤣🤣🤣",kendrick lee whole lot informations contra opinion expert anything contra disgusting expert rolling floor laughing rolling floor laughing rolling floor laughing,1
Jonathan Chee Fook Heng  God gave USA Democratic Party 30 days to repent from 10/10/2021  https:// youtu.be/ yr20e28JtGE,jonathan chee fook heng god gave usa democratic party days repent https skeptical annoyed undecided uneasy hesitant,0
王财 they voted them in and once voted in...these individuals silenced back the voters and are not allowed to express their views creating an amosphere of fear back to them...equal to voting in bad wolves and willingly get bitten by them...,王财 voted voted individuals silenced back voters allowed express views creating amosphere fear back equal voting bad wolves willingly get bitten,1
"Billy Wu Firstly, Our condolences to u. I strongly agree they are really deaf in hearing us and even BLINDED to see what actually going on. The increasing death rate is totally unacceptable and covered well irrationally. I really really want this vaccination thingy to end.",billy wu firstly condolences strongly agree really deaf hearing us even blinded see actually going increasing death rate totally unacceptable covered well irrationally really really want vaccination thingy end,1
"Aapache Tomahawk yes, current vaccines are ""Approved for EMERGENCY use"", not ""Approved for GENERAL use"" by FDA, HSA or UN health agencies. These are correctly classification as ""experimental"" or in my industry known as ""BETA"" for trial use, pharmaceutical companies made governments of the world signed NDA or non disclosure agreement with serious legal consequences. Romania diplomatic recently was shown on TV with redux , black out pages of such paperwork. OMG, they need data and we are their statistics.",aapache tomahawk yes current vaccines approved emergency use approved general use fda health sciences authority un health agencies correctly classification experimental industry known beta trial use pharmaceutical companies made governments world signed nda non disclosure agreement serious legal consequences romania diplomatic recently shown television redux black pages paperwork oh my god need data statistics,1
"Joe Basara such trials incorporated ""placebo"" with highly classified or clearance to know who got the real McCoy, hope not the infected men on the street. I hope karma let the ministers or their families taste bitter medicine themselves. Few years down, we will know. Too late, probably not, anybody are fair game!",joe basara trials incorporated placebo highly classified clearance know got real mccoy hope infected men street hope karma let ministers families taste bitter medicine years know late probably anybody fair game,1
"Ho Yun Jin What a waste of my time, reading your message , haiz",ho yun jin waste time reading message haiz,1
"Mary May May That is also feeling, not fact. How would u feel if your gov start making policy based on their feeling huh?",mary may may also feeling fact would feel government start making policy based feeling huh,1
Mohammad Nizam not yet . Wait till 2022 (Probably March-May),mohammad nizam yet wait till probably,0
"Sam Aw She should never use the word ""mandatory""...S hould just say ""voluntary""...T hat's what MIWs are using...Use what they use...",sam aw never use word mandatory hould say voluntary miws using use use,1
"Sam Aw Use ""herd immunity"" too...Which didn't work too...MTF are idiots",sam aw use herd immunity work multi ministry task force idiots,1
"How 'bout calling it what it is? ""Experimental""",bout calling experimental,1
Steven Chan bro can share link?,steven chan brother share link,1
Steven Chan pls share link,steven chan please share link,1
William Chong https:// www.facebook.com /greenbearwu/ posts/ 2216077438532942,william chong https skeptical annoyed undecided uneasy hesitant greenbearwu posts,0
Wayne Tan - you volt what you gep,wayne tan volt gep,1
Wayne Tan Exactly ...,wayne tan exactly,1
Kendrick Lee I am only posting what I saw on YouTube.,kendrick lee posting saw youtube,1
Kendrick Lee I am not a scientist or researcher. Why don't you go after YouTube instead?,kendrick lee scientist researcher go youtube instead,1
Chen Rei Long that's not true,chen rei long true,1
Daniel Ong the same old excuses they give...if indeed there are side effects being manifested or suffered by the vaccinated or even deaths...just use the same old line 'underlying medical conditions or underlying existing medical conditions...' such lines are good at covering one's asses...,daniel ong old excuses give indeed side effects manifested suffered vaccinated even deaths use old line underlying medical conditions underlying existing medical conditions lines good covering asses,1
Wai Sing Lee why hide?,wai sing lee hide,1
"Azman Lani Is it relevant in any way? Anyone can do a bit more research, especially from the CDC's latest study showing that being vaccinated is much safer than anything else.",azman lani relevant way anyone bit research especially latest study showing vaccinated much safer anything else,1
That is why we need transparent data to confirm this. Because vaccines efficacy may work for some but may not work for others. Actually why hide ah?,need transparent data confirm vaccines efficacy may work may work others actually hide ah,1
"Azman Lani How much data or how long do you want to spin your wheels before making a decision? Because the longer you wait, the more people die, the more people are handicapped, the more the economy goes down the toilet, the more likelihood that more lethal/ transmissible variants will emerge. How long?",azman lani much data long want spin wheels making decision longer wait people die people handicapped economy goes toilet likelihood lethal transmissible variants emerge long,1
"Wai Sing Lee pls answer my question, can? Why hide ah?",wai sing lee please answer question hide ah,1
Azman Lani Why don't you answer my questions of why do you want to know and is it relevant?,azman lani answer questions want know relevant,1
Wai Sing Lee why we cannot know? We are citizens as well... why hide?,wai sing lee cannot know citizens well hide,1
Azman Lani See? You're just going to ignore my original question and act like a child.,azman lani see going ignore original question act like child,1
Wai Sing Lee You are the one acting like a child. Not mature enough to reveal the numbers. Why hide?,wai sing lee one acting like child mature enough reveal numbers hide,1
"Kendrick Lee the death by vaccination status needs to be revealed transparently and not kept out of sight (hidden). So that, for every layperson, especially for the vaccinated, if the no of death is now higher than the unvaccinated, the vaccinated should now take note and be much more extra careful of their activities outside. Currently, the focus is greatly directed to the unvaccinated people for them to vaccinate - by showing them their death nos. But then this will make the vaccinated complacent...",kendrick lee death vaccination status needs revealed transparently kept sight hidden every layperson especially vaccinated death higher unvaccinated vaccinated take note much over the top careful activities outside currently focus greatly directed unvaccinated people vaccinate showing death nos make vaccinated complacent,1
"Kendrick Lee Layperson like most of us needs raw numbers - which is relatable.  The raw data of 4:7 as per your calculation is more meaningful as we all can relate it easier daily and take heed.  Fully vaccinated layperson can then realise (count) that the vaccinated death number is getting higher. Same thing goes to the unvaccinated.  Otherwise, with the current reporting, where relatable data is kept out of sight (hidden), it does not provide much impact for us.",kendrick lee layperson like us needs raw numbers relatable raw data per calculation meaningful relate easier daily take heed fully vaccinated layperson realise count vaccinated death number getting higher thing goes unvaccinated otherwise current reporting relatable data kept sight hidden provide much impact us,1
Kendrick Lee MOH can have all of these published together with the raw data right? As what was previously shown?  In that way it is more meaningful to the uniniated in analysing statistics.  I think the current model of reporting cannot be fully comprehended by most lay person.,kendrick lee ministry of health published together raw data right previously shown way meaningful uniniated analysing statistics think current model reporting cannot fully comprehended lay person,1
Kendrick Lee we need raw data to make sense of things and also to understand the conclusion of the interpreted data.,kendrick lee need raw data make sense things also understand conclusion interpreted data,1
Wai Sing Lee  https:// childrenshealthd efense.org/ defender/ martin-kulldorff -jay-bhattachar ya-fauci-fooled -america/ ?itm_term=home,wai sing lee https skeptical annoyed undecided uneasy hesitant childrenshealthd defender america home,1
Pam Cheong Cheong They're wrong. Trump's failure to move fast and aggressively in the very beginning of the pandemic has lead to 40% more deaths in the USA. Check out Dr. Birk's comments:  https:// news.yahoo.com/ dr-deborah-birx- trump-could-214 827849.html,pam cheong cheong wrong failure move fast aggressively beginning pandemic lead deaths usa check doctor comments https skeptical annoyed undecided uneasy hesitant,0
Prospero Prime  https:// twitter.com/ bennyjohnson/ status/ 1452688321818374 155?t=jJbGJKJt2 NCDUq-6GtEwhA&s =19,prospero prime https skeptical annoyed undecided uneasy hesitant bennyjohnson status jjbgjkjt ncduq,0
Ng Manis  Dr Ryan Cole taught he seen increase in women's cancer after jabs,ng manis doctor ryan cole taught seen increase cancer jabs,1
Brajesh Kumar shld be the globalist,brajesh kumar shld globalist,1
Dr Ryan Cole saw 2000% rise of women cancer after jabs  Another doctor saw increase of miscarriages in USA after jabs compared with previous years,doctor ryan cole saw rise women cancer jabs another doctor saw increase miscarriages usa jabs compared previous years,1
Pam Cheong Cheong MOH / Policy maker ought listen to this video,pam cheong cheong ministry of health policy maker ought listen video,1
https:// www.stopworldcon trol.com/,https skeptical annoyed undecided uneasy hesitant,0
Lasly Yeo  https:// www.stopworldcon trol.com/,lasly yeo https skeptical annoyed undecided uneasy hesitant,0
Brian Cheng being vaccinated doesn't spare you from catching the virus or to be dependable on O2. i know of someone who recently passed on shortly after vaccination. sudden pneumonia. the vaccine adverse side effects are not rare. look into vigiaccess.org data provided by WHO and search covid-19 vaccine. 2 million of adverse effects globally and the numbers are increasing everyday. stay safe ya. vax / unvax alike.,brian cheng vaccinated spare catching virus dependable know someone recently passed shortly vaccination sudden pneumonia vaccine adverse side effects rare look data provided search covid vaccine million adverse effects globally numbers increasing everyday stay safe ya vax unvax alike,1
